ticker,company_name
MAKX,ProShares S&P Kensho Smart Factories ETF
MAMB,Monarch Ambassador Income Index ETF
MAMK,MaxsMaking Inc. - Class A Ordinary Shares
MAMO,Massimo Group - Common Stock
MAN,ManpowerGroup Common Stock
MANU,Manchester United Ltd. Class A Ordinary Shares
MAPP,Harbor ETF Trust Harbor Multi-Asset Explorer ETF
MAR,Marriott International Inc
MARB,First Trust Merger Arbitrage ETF
MARM,SHL Telemedicine Ltd FT Vest U.S. Equity Max Buffer ETF - March
MARO,Tidal Trust II YieldMax MARA Option Income Strategy ETF
MARPS,Marine Petroleum Trust - Units of Beneficial Interest
MART,AIM ETF Products Trust AllianzIM U.S. Large Cap Buffer10 Mar ETF
MARU,AIM ETF Products Trust AllianzIM U.S. Equity Buffer15 Uncapped Mar ETF
MARW,AIM ETF Products Trust AllianzIM U.S. Large Cap Buffer20 Mar ETF
MARZ,TrueShares Structured Outcome (March) ETF
MAS,Masco Corporation Common Stock
MASI,Masimo Corporation - Common Stock
MASK,3 E Network Technology Group Ltd - Class A Ordinary Shares
MASS,908 Devices Inc. - Common Stock
MATERIALS.AX,Materials
MATH,Metalpha Technology Holding Limited - Ordinary Shares
MATW,Matthews International Corporation - Class A Common Stock
MAVF,EA Series Trust Matrix Advisors Value ETF
MAXI,Simplify Bitcoin Strategy PLUS Income ETF
MAXJ,iShares Trust iShares Large Cap Max Buffer Jun ETF
MAYA,Maywood Acquisition Corp. - Class A Ordinary Shares
MAYAR,Maywood Acquisition Corp. - Right
MAYAU,Maywood Acquisition Corp. - Unit
MAYM,First Trust Exchange-Traded Fund VIII FT Vest U.S. Equity Max Buffer ETF - May
MAYP,PGIM S&P 500 Buffer 12 ETF - May
MAYT,AIM ETF Products Trust AllianzIM U.S. Large Cap Buffer10 May ETF
MAYU,SHL Telemedicine Ltd AllianzIM U.S. Equity Buffer15 Uncapped May ETF
MAYW,AIM ETF Products Trust AllianzIM U.S. Large Cap Buffer20 May ETF
MAYZ,TrueShares Structured Outcome (May) ETF
MB,MasterBeef Group - Ordinary Shares
MBAV,M3-Brigade Acquisition V Corp. - Class A Ordinary shares
MBAVU,M3-Brigade Acquisition V Corp. - Units
MBAVW,M3-Brigade Acquisition V Corp. - Warrant
MBB,iShares MBS ETF
MBBB,VanEck Moody's Analytics BBB Corporate Bond ETF
MBCC,Monarch Blue Chips Core Index ETF
MBCN,Middlefield Banc Corp. - Common Stock
MBI,MBIA Inc. Common Stock
MBIN,Merchants Bancorp - Common Stock
MBINN,Merchants Bancorp - Depositary Shares 6.00% Fixed Rate Series C Non-Cumulative Perpetual Preferred Stock
MBLY,Mobileye Global Inc. - Class A Common Stock
MBND,SPDR Nuveen Municipal Bond ETF
MBNE,SPDR Series Trust SPDR Nuveen Municipal Bond ESG ETF
MBOT,Microbot Medical Inc.  - Common Stock
MBOX,Freedom Day Dividend ETF
MBS,Angel Oak Mortgage-Backed Securities ETF
MBSD,FlexShares Trust FlexShares Disciplined Duration MBS Index Fund
MBSF,Valued Advisers Trust Regan Floating Rate MBS ETF
MBSX,Advisor Managed Portfolios Regan Fixed Rate MBS ETF
MBWM,Mercantile Bank Corporation - Common Stock
MC,Moelis & Company Class A Common Stock
MCB,Metropolitan Bank Holding Corp. Common Stock
MCD,McDonald's Corporation
MCDS,JPMorgan Fundamental Data Science Mid Core ETF
MCH,Matthews International Funds Matthews China Active ETF
MCHI,iShares MSCI China ETF
MCHP,Microchip Technology Incorporated - Common Stock
MCHPP,Microchip Technology Incorporated - Depositary Shares Each Representing a 1/20th Interest in a Share of 7.50% Series A Mandatory Convertible Preferred Stock
MCHS,Matthews China Discovery Active ETF
MCI,Barings Corporate Investors Common Stock
MCK,McKesson Corporation Common Stock
MCN,XAI Madison Equity Premium Income Fund Common Shares
MCO,Moody's Corporation Common Stock
MCR,MFS Charter Income Trust Common Stock
MCRP,Micropolis Holding Company Ordinary Shares
MCS,Marcus Corporation (The) Common Stock
MCSE,Franklin Sustainable International Equity ETF
MCTR,CTRL Group Limited - ordinary shares
MCY,Mercury General Corporation Common Stock
MDCX,Medicus Pharma Ltd. - Common Stock
MDCXW,Medicus Pharma Ltd. - Warrant
MDEV,First Trust Indxx Medical Devices ETF
MDIA,Mediaco Holding Inc. - Class A Common Stock
MDIV,Multi-Asset Diversified Income Index Fund
MDLV,EA Series Trust Morgan Dempsey Large Cap Value ETF
MDPL,Northern Lights Fund Trust IV Monarch Dividend Plus Index ETF
MDST,Ultimus Managers Trust Westwood Salient Enhanced Midstream Income ETF
MDT,Medtronic plc. Ordinary Shares
MDWD,MediWound Ltd. - Ordinary Shares
MDXH,MDxHealth SA - Ordinary Shares
MDY,SPDR S&P MidCap 400 ETF Trust
MDYG,SPDR S&P 400 Mid Cap Growth ETF (based on S&P MidCap 400 Growth Index--symbol: MUV)
MDYV,SPDR S&P 400 Mid Cap Value ETF (based on S&P MidCap 400 Value Index--symbol: MGD
MEAR,iShares Short Maturity Municipal Bond Active ETF
MED,MEDIFAST INC Common Stock
MEDI,Harbor ETF Trust Harbor Health Care ETF
MEDIA & ENTERTAINMENT.AX,Media & Entertainment
MEDX,Horizon Kinetics Medical ETF
MEGI,NYLI CBRE Global Infrastructure Megatrends Term Fund Common Shares
MEGL,Magic Empire Global Limited - Class A Ordinary Shares
MEM,Matthews International Funds Matthews Emerging Markets Equity Active ETF
MEMS,Matthews Emerging Markets Discovery Active ETF
MEMX,Matthews International Funds Matthews Emerging Markets ex China Active ETF
MENS,Jyong Biotech Ltd. - Ordinary shares
MEOH,Methanex Corporation - Common Stock
MERC,Mercer International Inc. - Common Stock
MESO,Mesoblast Limited - American Depositary Shares
META,Meta Platforms Inc. Class A Common Stock
METD,Direxion Daily META Bear 1X Shares
METU,Direxion Daily META Bull 2X Shares
METV,Roundhill Ball Metaverse ETF
METW,Roundhill ETF Trust Roundhill META WeeklyPay ETF
MEXX,Direxion Daily MSCI Mexico Bull 3X Shares
MFC,Manulife Financial Corporation Common Stock
MFDX,PIMCO Equitiy Series PIMCO RAFI Dynamic Multi-Factor International Equity ETF
MFEM,PIMCO Equitiy Series PIMCO RAFI Dynamic Multi-Factor Emerging Markets Equity ETF
MFH,Mercurity Fintech Holding Inc. - American Ordinary Shares
MFI,mF International Limited - Class A Ordinary Shares
MFIC,MidCap Financial Investment Corporation - Closed End Fund
MFICL,MidCap Financial Investment Corporation - 8.00% Notes due 2028
MFIN,Medallion Financial Corp. - Common Stock
MFLX,First Trust Flexible Municipal High Income ETF
MFM,MFS Municipal Income Trust Common Stock
MFSB,MFS Active Exchange Traded Funds Trust MFS Active Core Plus Bond ETF
MFSG,MFS Active Exchange Traded Funds Trust MFS Active Growth ETF
MFSI,MFS Active Exchange Traded Funds Trust MFS Active International ETF
MFSM,MFS Active Exchange Traded Funds Trust MFS Active Intermediate Muni Bond ETF
MFSV,MFS Active Exchange Traded Funds Trust MFS Active Value ETF
MFUL,Mindful Conservative ETF
MFUS,PIMCO Equitiy Series PIMCO RAFI Dynamic Multi-Factor U.S. Equity ETF
MFUT,Tidal Trust II Cambria Chesapeake Pure Trend ETF
MG,Mistras Group Inc Common Stock
MGC,Vanguard Mega Cap ETF
MGEE,MGE Energy Inc. - Common Stock
MGF,MFS Government Markets Income Trust Common Stock
MGIC,Magic Software Enterprises Ltd. - Ordinary Shares
MGIH,Millennium Group International Holdings Limited - Ordinary Shares
MGK,Vanguard Mega Cap Growth ETF
MGM,MGM Resorts International Common Stock
MGMT,Ballast Small/Mid Cap ETF
MGNR,American Beacon Select Funds American Beacon GLG Natural Resources ETF
MGOV,First Trust Exchange-Traded Fund IV First Trust Intermediate Government Opportunities ETF
MGRC,McGrath RentCorp - Common Stock
MGRM,Monogram Technologies Inc. - Common Stock
MGRO,VanEck ETF Trust VanEck Morningstar Wide Moat Growth ETF
MGRT,Mega Fortune Company Limited - Ordinary Shares
MGTX,MeiraGTx Holdings plc - Ordinary Shares
MGV,Vanguard Mega Cap Value ETF
MGY,Magnolia Oil & Gas Corporation Class A Common Stock
MI,NFT Limited Class A Ordinary Share
MID,American Century Mid Cap Growth Impact ETF
MIDD,The Middleby Corporation - Common Stock
MIDE,Xtrackers S&P MidCap 400 Scored & Screened ETF
MIDU,Direxion Mid Cap Bull 3X Shares
MIG,VanEck Moody's Analytics IG Corporate Bond ETF
MIGI,Mawson Infrastructure Group Inc. - Common Stock
MILK,Pacer Funds Trust Pacer US Cash Cows Bond ETF
MILN,Global X Millennial Consumer ETF
MIMI,Mint Incorporation Limited - Class A Ordinary Shares
MIN,MFS Intermediate Income Trust Common Stock
MINN,Trust for Professional Managers Mairs & Power Minnesota Municipal Bond ETF
MINO,PIMCO Municipal Income Opportunities Active Exchange-Traded Fund
MINT,PIMCO Enhanced Short Maturity Active Exchange-Traded Fund
MINV,Matthews International Funds Matthews Asia Innovators Active ETF
MISL,First Trust Exchange-Traded Fund First Trust Indxx Aerospace & Defense ETF
MIST,Milestone Pharmaceuticals Inc. - Common Shares
MJ,Amplify ETF Trust Amplify Alternative Harvest ETF
MJID,Majestic Ideal Holdings Ltd - Ordinary Shares
MKAM,MKAM ETF
MKDW,MKDWELL Tech Inc. - Ordinary Shares
MKDWW,MKDWELL Tech Inc. - Warrants
MKL,Markel Group Inc. Common Stock
MKOR,Matthews International Funds Matthews Korea Active ETF
MKSI,MKS Inc. - Common Stock
MLAC,Mountain Lake Acquisition Corp. - Class A Ordinary Shares
MLACR,Mountain Lake Acquisition Corp. - Right
MLACU,Mountain Lake Acquisition Corp. - Units
MLCO,Melco Resorts & Entertainment Limited - American Depositary Shares
MLDR,Global X Funds Global X Intermediate-Term Treasury Ladder ETF
MLEC,Moolec Science SA - Ordinary shares
MLECW,Moolec Science SA - Warrant
MLN,VanEck ETF Trust VanEck Long Muni ETF
MLPA,Global X MLP ETF
MLPD,Global X Funds Global X MLP & Energy Infrastructure Covered Call ETF
MLPR,ETRACS Quarterly Pay 1.5X Leveraged Alerian MLP Index ETN
MLPX,Global X MLP & Energy Infrastructure ETF
MLTX,MoonLake Immunotherapeutics - Class A Ordinary Shares
MMA,Mixed Martial Arts Group Limited Ordinary Shares
MMAX,iShares Trust iShares Large Cap Max Buffer Mar ETF
MMCA,NYLI MacKay California Muni Intermediate ETF
MMD,NYLI MacKay DefinedTerm Muni Opportunities Fund Common Shares
MMIN,NYLI MacKay Muni Insured ETF
MMIT,NYLI MacKay Muni Intermediate ETF
MMKT,Texas Capital Funds Trust Texas Capital Government Money Market ETF
MMLG,First Trust Multi-Manager Large Growth ETF
MMLP,Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests
MMM,3M Company Common Stock
MMSC,First Trust Multi-Manager Small Cap Opportunities ETF
MMSD,New York Life Investments Active ETF Trust NYLI MacKay Muni Short Duration ETF
MMT,MFS Multimarket Income Trust Common Stock
MMTM,SPDR S&P 1500 Momentum Tilt ETF
MMYT,MakeMyTrip Limited - Ordinary Shares
MNA,NYLI Merger Arbitrage ETF
MNBD,ALPS ETF Trust ALPS Intermediate Municipal Bond ETF
MNDO,MIND C.T.I. Ltd. - Ordinary Shares
MNDR,Mobile-health Network Solutions - Class A Ordinary Shares
MNDY,monday.com Ltd. - Ordinary Shares
MNKD,MannKind Corporation - Common Stock
MNMD,Mind Medicine (MindMed) Inc. - Common Shares
MNPR,Monopar Therapeutics Inc. - Common Stock
MNR,Mach Natural Resources LP Common Units representing Limited Partner Interests
MNRS,Grayscale Funds Trust Grayscale Bitcoin Miners ETF
MNST,Monster Beverage Corporation - Common Stock
MNTS,Momentus Inc. - Class A Common Stock
MNTSW,Momentus Inc. - Warrant
MNY,MoneyHero Limited - Class A Ordinary Shares
MNYWW,MoneyHero Limited - Warrants
MOAT,VanEck Morningstar Wide Moat ETF
MOB,Mobilicom Limited - American Depositary Shares
MOBBW,Mobilicom Limited - Warrants
MOD,Modine Manufacturing Company Common Stock
MODG,Topgolf Callaway Brands Corp. Common Stock
MODL,VictoryShares WestEnd U.S. Sector ETF
MODV,ModivCare Inc. - Common Stock
MOG.A,Moog Inc. Class A Common Stock
MOG.B,Moog Inc. Class B Common Stock
MOGO,Mogo Inc. - Common Shares
MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares)
MOH,Molina Healthcare Inc Common Stock
MOLN,Molecular Partners AG - American Depositary Shares
MOMO,Hello Group Inc.  - American Depositary Shares
MOO,VanEck Agribusiness ETF
MOOD,Relative Sentiment Tactical Allocation ETF
MORT,VanEck Mortgage REIT Income ETF
MOS,Mosaic Company (The) Common Stock
MOTE,VanEck Morningstar ESG Moat ETF
MOTG,VanEck Morningstar Global Wide Moat ETF
MOTI,VanEck Morningstar International Moat ETF
MOTO,SmartETFs Smart Transportation & Technology ETF
MOV,Movado Group Inc. Common Stock
MOVE,Movano Inc. - Common Stock
MP,MP Materials Corp. Common Stock
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock
MPB,Mid Penn Bancorp - Common Stock
MPC,Marathon Petroleum Corporation Common Stock
MPLX,MPLX LP Common Units Representing Limited Partner Interests
MPLY,Strategy Shares Monopoly ETF
MPRO,Monarch ProCap Index ETF
MPU,Mega Matrix Inc. Class A Ordinary Shares
MPV,Barings Participation Investors Common Stock
MPX,Marine Products Corporation Common Stock
MQQQ,Tradr 2X Long Innovation 100 Monthly ETF
MRAL,GraniteShares 2x Long MARA Daily ETF
MRBK,Meridian Corporation - Common Stock
MRC,MRC Global Inc. Common Stock
MRCC,Monroe Capital Corporation - Closed End Fund
MRCP,PGIM S&P 500 Buffer 12 ETF - March
MRCY,Mercury Systems Inc - Common Stock
MREO,Mereo BioPharma Group plc - American Depositary Shares
MRGR,ProShares Merger ETF
MRM,MEDIROM Healthcare Technologies Inc. - American Depositary Share
MRNO,Murano Global Investments PLC - Ordinary Shares
MRNOW,Murano Global Investments PLC - Warrants
MRNY,Tidal Trust II YieldMax MRNA Option Income Strategy ETF
MRSK,Toews Agility Shares Managed Risk ETF
MRUS,Merus N.V. - Common Shares
MRX,Marex Group plc - Ordinary Shares
MS,Morgan Stanley Common Stock
MS$A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A
MS$E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E
MS$F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag
MS$I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum)
MSA,MSA Safety Incorporated Common Stock
MSB,Mesabi Trust Common Stock
MSCI,MSCI Inc. Common Stock
MSDD,GraniteShares 2x Short MSTR Daily ETF
MSDL,Morgan Stanley Direct Lending Fund Common Stock
MSEX,Middlesex Water Company - Common Stock
MSFD,Direxion Daily MSFT Bear 1X Shares
MSFL,GraniteShares 2x Long MSFT Daily ETF
MSFO,Tidal ETF Trust II YieldMax MSFT Option Income Strategy ETF
MSFT,Microsoft Corporation Common Stock
MSFU,Direxion Daily MSFT Bull 2X Shares
MSFW,Roundhill ETF Trust Roundhill MSFT WeeklyPay ETF
MSFX,ETF Opportunities Trust T-Rex 2X Long Microsoft Daily Target ETF
MSFY,Kurv Yield Premium Strategy Microsoft (MSFT) ETF
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock
MSGM,Motorsport Games Inc. - Class A Common Stock
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New)
MSGY,Masonglory Limited - Ordinary Shares
MSII,REX MSTR Growth & Income ETF
MSLC,Morgan Stanley Pathway Funds Morgan Stanley Pathway Large Cap Equity ETF
MSMR,ETF Series Solutions McElhenny Sheffield Managed Risk ETF
MSN,Emerson Radio Corporation Common Stock
MSOS,AdvisorShares Trust AdvisorShares Pure US Cannabis ETF
MSOX,AdvisorShares MSOS Daily Leveraged ETF
MSS,Maison Solutions Inc. - Class A Common Stock
MSSM,Morgan Stanley Pathway Funds Morgan Stanley Pathway Small-Mid Cap Equity ETF
MSSS,Northern Lights Fund Trust IV Monarch Select Subsector Index ETF
MST,Defiance Leveraged Long Income MSTR ETF
MSTB,LHA Market State Tactical Beta ETF
MSTI,Madison ETFs Trust Madison Short Term Strategic Income ETF
MSTP,GraniteShares 2x Long MSTR Daily ETF
MSTQ,ETF Series Solutions LHA Market State Tactical Q ETF
MSTR,MicroStrategy Incorporated - Class A Common Stock
MSTU,ETF Opportunities Trust T-Rex 2X Long MSTR Daily Target ETF
MSTW,Roundhill ETF Trust Roundhill MSTR WeeklyPay ETF
MSTX,Defiance Daily Target 2x Long MSTR ETF
MSTY,Tidal Trust II YieldMax MSTR Option Income Strategy ETF
MSTZ,ETF Opportunities Trust T-Rex 2X Inverse MSTR Daily Target ETF
MSW,Ming Shing Group Holdings Limited - Ordinary Shares
MT,Arcelor Mittal NY Registry Shares NEW
MTA,Metalla Royalty & Streaming Ltd. Common Shares
MTAL,MAC Copper Limited Ordinary Shares
MTB,M&T Bank Corporation Common Stock
MTBA,Simplify Exchange Traded Funds Simplify MBS ETF
MTDR,Matador Resources Company Common Stock
MTEK,Maris-Tech Ltd. - ordinary shares
MTEKW,Maris-Tech Ltd. - Warrants
MTEN,Mingteng International Corporation Inc. - Ordinary Shares
MTG,MGIC Investment Corporation Common Stock
MTGP,WisdomTree Mortgage Plus Bond Fund
MTH,Meritage Homes Corporation Common Stock
MTLS,Materialise NV - American Depositary Shares
MTR,Mesa Royalty Trust Common Stock
MTRA,Invesco Managed Futures Strategy ETF Invesco International Growth Focus ETF
MTRN,Materion Corporation
MTRX,Matrix Service Company - Common Stock
MTUL,ETRACS 2x Leveraged MSCI US Momentum Factor TR ETN
MTUM,iShares MSCI USA Momentum Factor ETF
MTUS,Metallus Inc. Common Shares
MTVA,MetaVia Inc.  - Common Stock
MTX,Minerals Technologies Inc. Common Stock
MUB,iShares National Muni Bond ETF
MUD,Direxion Daily MU Bear 1X Shares
MULL,GraniteShares 2x Long MU Daily ETF
MUNI,PIMCO Intermediate Municipal Bond Active Exchange-Traded Fund
MUNY,Vanguard New York Tax-Exempt Bond ETF Vanguard New York Tax-Exempt Bond ETF
MUR,Murphy Oil Corporation Common Stock
MURA,Mural Oncology plc - Ordinary Shares
MUSA,Murphy USA Inc. Common Stock
MUSE,TCW Multisector Credit Income ETF
MUSI,American Century Multisector Income ETF
MUSQ,MUSQ Global Music Industry Index ETF
MUST,Columbia Multi-Sector Municipal Income ETF
MUU,Direxion Daily MU Bull 2X Shares
MUX,McEwen Inc. Common Stock
MVAL,VanEck ETF Trust VanEck Morningstar Wide Moat Value ETF
MVBF,MVB Financial Corp. - Common Stock
MVFD,Northern Lights Fund Trust IV Monarch Volume Factor Dividend Tree Index ETF
MVFG,Northern Lights Fund Trust IV Monarch Volume Factor Global Unconstrained Index ETF
MVLL,GraniteShares 2x Long MRVL Daily ETF
MVO,MV Oil Trust Units of Beneficial Interests
MVPA,Advisor Managed Portfolios Miller Value Partners Appreciation ETF
MVPL,Advisor Managed Portfolios Miller Value Partners Leverage ETF
MVRL,ETRACS Monthly Pay 1.5X Leveraged Mortgage REIT ETN
MVV,ProShares Ultra MidCap400
MWA,MUELLER WATER PRODUCTS Common Stock
MWG,Multi Ways Holdings Limited Ordinary Shares
MX,Magnachip Semiconductor Corporation Common Stock
MXC,Mexco Energy Corporation Common Stock
MXI,iShares Global Materials ETF
MYCF,SPDR SSGA My2026 Corporate Bond ETF
MYCG,SPDR SSGA My2027 Corporate Bond ETF
MYCH,SPDR SSGA My2028 Corporate Bond ETF
MYCI,SPDR SSGA My2029 Corporate Bond ETF
MYCJ,SPDR SSGA My2030 Corporate Bond ETF
MYCK,SPDR SSGA My2031 Corporate Bond ETF
MYCL,SPDR SSGA My2032 Corporate Bond ETF
MYCM,SPDR SSGA My2033 Corporate Bond ETF
MYCN,SPDR SSGA My2034 Corporate Bond ETF
MYLD,Cambria ETF Trust Cambria Micro and SmallCap Shareholder Yield ETF
MYMF,SPDR SSGA My2026 Municipal Bond ETF
MYMG,SPDR SSGA My2027 Municipal Bond ETF
MYMH,SPDR SSGA My2028 Municipal Bond ETF
MYMI,SPDR SSGA My2029 Municipal Bond ETF
MYMJ,SPDR SSGA My2030 Municipal Bond ETF
MYNZ,Mainz Biomed N.V. - Ordinary Shares
MYO,Myomo Inc. Common Stock
MYY,ProShares Short MidCap400
MZTI,The Marzetti Company - Common Stock
MZZ,ProShares UltraShort MidCap400
NAAS,NaaS Technology Inc. - American Depositary Shares
NAC,Nuveen California Quality Municipal Income Fund
NACP,Impact Shares Trust I Impact Shares NAACP Minority Empowerment ETF
NAD,Nuveen Quality Municipal Income Fund Common Stock
NAIL,Direxion Daily Homebuilders & Supplies Bull 3X Shares
NAK,Northern Dynasty Minerals Ltd
NAMI,Jinxin Technology Holding Company - American Depositary Shares
NAMM,Namib Minerals - Ordinary Shares
NAMMW,Namib Minerals - Warrants
NAMS,NewAmsterdam Pharma Company N.V. - Ordinary Shares
NAMSW,NewAmsterdam Pharma Company N.V. - Warrant
NAN,Nano Labs Ltd - Class A Ordinary Shares
NANC,Unusual Whales Subversive Democratic Trading ETF
NANR,SPDR S&P North American Natural Resources ETF
NAPR,Innovator Growth-100 Power Buffer ETF - April
NAT,Nordic American Tankers Limited Common Stock
NATL,NCR Atleos Corporation Common Stock
NATO,Themes Transatlantic Defense ETF
NAUG,Innovator ETFs Trust Innovator Growth-100 Power Buffer ETF - August
NAVI,Navient Corporation - Common Stock
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock
NB,NioCorp Developments Ltd. - Common Stock
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest
NBCC,Neuberger Berman ETF Trust Neuberger Berman Next Generation Connected Consumer ETF
NBCE,Neuberger Berman ETF Trust Neuberger Berman China Equity ETF
NBCM,Neuberger Berman ETF Trust Neuberger Berman Commodity Strategy ETF
NBCR,Neuberger Berman ETF Trust Neuberger Berman Core Equity ETF
NBDS,Neuberger Berman ETF Trust Neuberger Berman Disrupters ETF
NBET,Neuberger Berman Energy Transition & Infrastructure ETF
NBFC,Neuberger Berman ETF Trust Neuberger Berman Flexible Credit Income ETF
NBGX,Neuberger Berman ETF Trust Neuberger Berman Growth ETF
NBH,Neuberger Berman Municipal Fund Inc. Common Stock
NBHC,National Bank Holdings Corporation Common Stock
NBIS,Nebius Group N.V. - Class A Ordinary Shares
NBJP,Neuberger Berman ETF Trust Neuberger Berman Japan Equity ETF
NBN,Northeast Bank - Common Stock
NBOS,Neuberger Berman ETF Trust Neuberger Berman Option Strategy ETF
NBR,Nabors Industries Ltd.
NBSD,Neuberger Berman ETF Trust Neuberger Berman Short Duration Income ETF
NBSM,Neuberger Berman ETF Trust Neuberger Berman Small-Mid Cap ETF
NBTB,NBT Bancorp Inc. - Common Stock
NBTR,Neuberger Berman ETF Trust Neuberger Berman Total Return Bond ETF
NBTX,Nanobiotix S.A. - ADSs
NBXG,Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock
NCA,Nuveen California Municipal Value Fund
NCDL,Nuveen Churchill Direct Lending Corp. Common Stock
NCEW,New Century Logistics (BVI) Limited - Ordinary Shares
NCI,Neo-Concept International Group Holdings Limited - Class A Ordinary Shares
NCIQ,Hashdex Nasdaq Crypto Index US ETF - Hashdex Nasdaq Crypto Index US ETF
NCL,Northann Corp. Common Stock
NCLH,Norwegian Cruise Line Holdings Ltd
NCLO,NuShares ETF Trust Nuveen AA-BBB CLO ETF
NCNA,NuCana plc - American Depositary Shares
NCPB,Nuveen Core Plus Bond ETF
NCPL,Netcapital Inc. - Common Stock
NCPLW,Netcapital Inc. - warrants
NCT,Intercont (Cayman) Limited - Ordinary shares
NCTY,The9 Limited - American Depository Shares
NCV,Virtus Convertible & Income Fund Common Shares of Beneficial Interest
NCV$A,Virtus Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares
NCZ,Virtus Convertible & Income Fund II Common Shares of Beneficial Interest
NCZ$A,Virtus Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares
NDAA,Ned Davis Research 360 Dynamic Allocation ETF
NDEC,Innovator ETFs Trust Innovator Growth-100 Power Buffer ETF - December
NDIA,Global X Funds Global X India Active ETF
NDIV,Amplify ETF Trust Amplify Natural Resources Dividend Income ETF
NDLS,Noodles & Company - Common Stock
NDMO,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest
NDOW,Collaborative Investment Series Trust Anydrus Advantage ETF
NDRA,ENDRA Life Sciences Inc. - Common Stock
NDSN,Nordson Corporation - Common Stock
NDVG,Nuveen Dividend Growth ETF
NE,Noble Corporation plc A Ordinary Shares
NE.A,Noble Corporation plc Tranche 2 Warrants
NE.W,Noble Corporation plc Tranche 1 Warrants
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01
NEAR,iShares Short Duration Bond Active ETF
NEHC,New Era Helium Inc - Common Stock
NEHCW,New Era Helium Inc - Warrants
NEM,Newmont Corporation
NEMD,Neuberger Berman ETF Trust Neuberger Berman Emerging Markets Debt Hard Currency ETF
NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership
NEOG,Neogen Corporation - Common Stock
NEON,Neonode Inc. - Common Stock
NEOV,NeoVolta Inc. - Common Stock
NEOVW,NeoVolta Inc. - Warrant
NERD,Roundhill Video Games ETF
NESR,National Energy Services Reunited Corp - Ordinary Shares
NETD,Nabors Energy Transition Corp. II - Class A Ordinary Shares
NETDU,Nabors Energy Transition Corp. II - Unit
NETDW,Nabors Energy Transition Corp. II - Warrant
NETL,NETLease Corporate Real Estate ETF
NEU,NewMarket Corp Common Stock
NEUP,Neuphoria Therapeutics Inc. - Common Stock
NEWP,New Pacific Metals Corp. Common Shares
NEWZ,StockSnips AI-Powered Sentiment US All Cap ETF
NEXA,Nexa Resources S.A. Common Shares
NEXM,NexMetals Mining Corp. - Common Stock
NEXN,Nexxen International Ltd. - Ordinary Shares
NEXT,NextDecade Corporation - Common Stock
NFE,New Fortress Energy Inc. - Class A Common Stock
NFEB,Innovator ETFs Trust Innovator Growth-100 Power Buffer ETF - February
NFG,National Fuel Gas Company Common Stock
NFGC,New Found Gold Corp Common Shares
NFLP,Kurv Yield Premium Strategy Netflix (NFLX) ETF
NFLT,Virtus Newfleet Multi-Sector Bond ETF
NFLU,ETF Opportunities Trust T-Rex 2X Long NFLX Daily Target ETF
NFLW,Roundhill ETF Trust Roundhill NFLX WeeklyPay ETF
NFLX,Netflix Inc. Common Stock
NFLY,Tidal ETF Trust II YieldMax NFLX Option Income Strategy ETF
NFRA,FlexShares STOXX Global Broad Infrastructure Index Fund
NFTY,First Trust India Nifty 50 Equal Weight ETF
NFXL,Direxion Daily NFLX Bull 2X Shares
NFXS,Direxion Daily NFLX Bear 1X Shares
NG,Novagold Resources Inc.
NGD,New Gold Inc.
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests
NGL$B,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests
NGL$C,NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests
NGNE,Neurogene Inc. - Common Stock
NGVT,Ingevity Corporation Common Stock
NHC,National HealthCare Corporation Common Stock
NHIC,NewHold Investment Corp III - Class A Ordinary shares
NHICU,NewHold Investment Corp III - Units
NHICW,NewHold Investment Corp III - Warrants
NHS,Neuberger Berman High Yield Strategies Fund
NHTC,Natural Health Trends Corp. - Commn Stock
NHYM,NuShares ETF Trust Nuveen High Yield Municipal Income ETF
NI,NiSource Inc Common Stock
NIC,Nicolet Bankshares Inc. Common Stock
